id,feedback,relevance,concreteness,constructive
2949,有清楚的註解說明!很讚,1,0,0
2950,good,0,0,0
2951,well,0,0,0
2952,well,0,0,0
2953,well,0,0,0
2954,最後印出的不是name = 是name:,1,1,0
2955,good,0,0,0
2956,welll,0,0,0
2957,good,0,0,0
2958,well,0,0,0
2959,未符合 Java Style Guide 的規範,1,1,0
2960,編譯成功,0,0,0
2961,符合,1,0,0
2962,符合,1,0,0
2963,符合,1,0,0
2964,符合,1,0,0
2965,符合,1,0,0
2966,符合,1,0,0
2967,符合,1,0,0
2968,GOOD,0,0,0
2969,WELL,0,0,0
2970,WELL,0,0,0
2971,GOOD,0,0,0
2972,GOOD,0,0,0
2973,TYPE的大小寫不對,1,1,0
2974,GOOD,0,0,0
2975,WELL,0,0,0
2976,GOOD,0,0,0
2977,,0,0,0
2978,,0,0,0
2979,,0,0,0
2980,,0,0,0
2981,,0,0,0
2982,,0,0,0
2983,,0,0,0
2984,,0,0,0
2985,,0,0,0
2986,不做,0,0,0
2987,不做,0,0,0
2988,不做,0,0,0
2989,不做,0,0,0
2990,不做,0,0,0
2991,不做,0,0,0
2992,不做,0,0,0
2993,不做,0,0,0
2994,不做,0,0,0
2995,,0,0,0
2996,,0,0,0
2997,,0,0,0
2998,,0,0,0
2999,,0,0,0
3000,,0,0,0
3001,,0,0,0
3002,,0,0,0
3003,,0,0,0
3004,WELL,0,0,0
3005,GOOD,0,0,0
3006,WELL,0,0,0
3007,GOOD,0,0,0
3008,WELL,0,0,0
3009,WELL,0,0,0
3010,WELL,0,0,0
3011,WELL,0,0,0
3012,GOOD,0,0,0
3013,1.當使用者輸入 exit 時，退出遊戲，才需要印出最後勝利的寶可夢名稱、屬性、等級與總共創建的寶可夢數量。2.未符合 Java Style Guide 的規範。,1,1,0
3014,編譯成功,0,0,0
3015,符合,1,0,0
3016,符合,1,0,0
3017,符合,1,0,0
3018,符合,1,0,0
3019,符合,1,0,0
3020,符合,1,0,0
3021,符合,1,0,0
3022,,0,0,0
3023,,0,0,0
3024,不,0,0,0
3025,,0,0,0
3026,,0,0,0
3027,,0,0,0
3028,,0,0,0
3029,,0,0,0
3030,,0,0,0
3031,,0,0,0
3032,,0,0,0
3033,,0,0,0
3034,,0,0,0
3035,,0,0,0
3036,,0,0,0
3037,,0,0,0
3038,,0,0,0
3039,,0,0,0
3040,題目要求的屬性名稱是英文而不是中文，但計算結果正確,1,1,0
3041,編譯成功,0,0,0
3042,排版整齊,1,0,0
3043,括號一致,0,0,0
3044,變數命名符合標準,1,0,0
3045,類別命名符合標準,1,0,0
3046,方法命名符合標準,1,0,0
3047,是,0,0,0
3048,註解清晰,1,0,0
3049,,0,0,0
3050,,0,0,0
3051,,0,0,0
3052,,0,0,0
3053,,0,0,0
3054,,0,0,0
3055,,0,0,0
3056,,0,0,0
3057,,0,0,0
3058,"1.最後應該是在使用者輸入 exit 時，退出遊戲，只需印出最後勝利的寶可夢名稱、屬性、等級與總共創建的寶可夢數量。
2.未符合 Java Style Guide 的規範",1,1,1
3059,編譯成功,0,0,0
3060,符合,1,0,0
3061,符合,1,0,0
3062,符合,1,0,0
3063,符合,1,0,0
3064,generatetype 命名不符合,1,1,0
3065,符合,1,0,0
3066,符合,1,0,0
3067,,0,0,0
3068,,0,0,0
3069,,0,0,0
3070,,0,0,0
3071,,0,0,0
3072,,0,0,0
3073,,0,0,0
3074,,0,0,0
3075,,0,0,0
3076,,0,0,0
3077,,0,0,0
3078,,0,0,0
3079,,0,0,0
3080,,0,0,0
3081,,0,0,0
3082,,0,0,0
3083,,0,0,0
3084,,0,0,0
3085,,0,0,0
3086,除了pokemonUtil都沒有,1,0,0
3087,沒有依照題目要求輸出任何提示，僅輸出最後計算結果,1,1,0
3088,編譯成功,0,0,0
3089,排版整齊,1,0,0
3090,括號一致,0,0,0
3091,變數命名符合標準,1,0,0
3092,類別命名符合標準,1,0,0
3093,方法命名符合標準,1,0,0
3094,是,0,0,0
3095,註解清晰,1,0,0
3096,檔案裏沒有程序,1,0,0
3097,檔案裏沒有程序,1,0,0
3098,檔案裏沒有程序,1,0,0
3099,檔案裏沒有程序,1,0,0
3100,檔案裏沒有程序,1,0,0
3101,檔案裏沒有程序,1,0,0
3102,檔案裏沒有程序,1,0,0
3103,檔案裏沒有程序,1,0,0
3104,檔案裏沒有程序,1,0,0
3105,輸出的提示和題目要求的有些不一樣，但計算結果正確，另外 HelloWorld 忘了刪掉,1,1,0
3106,編譯成功,0,0,0
3107,排版整齊,1,0,0
3108,括號一致,0,0,0
3109,變數命名符合標準,1,0,0
3110,類別命名符合標準,1,0,0
3111,方法命名符合標準,1,0,0
3112,是,0,0,0
3113,註解偏少，但清晰,1,0,0
3114,是,0,0,0
3115,是,0,0,0
3116,是,0,0,0
3117,是,0,0,0
3118,是,0,0,0
3119,是,0,0,0
3120,是,0,0,0
3121,是,0,0,0
3122,是,0,0,0
3123,,0,0,0
3124,,0,0,0
3125,,0,0,0
3126,,0,0,0
3127,,0,0,0
3128,,0,0,0
3129,,0,0,0
3130,,0,0,0
3131,,0,0,0
3132,,0,0,0
3133,,0,0,0
3134,,0,0,0
3135,,0,0,0
3136,,0,0,0
3137,,0,0,0
3138,,0,0,0
3139,,0,0,0
3140,,0,0,0
3141,,0,0,0
3142,,0,0,0
3143,,0,0,0
3144,,0,0,0
3145,,0,0,0
3146,,0,0,0
3147,,0,0,0
3148,,0,0,0
3149,,0,0,0
3150,答案有印對但沒有照格式,1,0,0
3151,是,0,0,0
3152,是,0,0,0
3153,是,0,0,0
3154,是,0,0,0
3155,是,0,0,0
3156,是,0,0,0
3157,是,0,0,0
3158,是,0,0,0
3159,沒看到東西,0,0,0
3160,沒看到東西,0,0,0
3161,沒看到東西,0,0,0
3162,沒看到東西,0,0,0
3163,沒看到東西,0,0,0
3164,沒看到東西,0,0,0
3165,沒看到東西,0,0,0
3166,沒看到東西,0,0,0
3167,沒看到東西,0,0,0
3168,PASS,0,0,0
3169,PASS,0,0,0
3170,PASS,0,0,0
3171,PASS,0,0,0
3172,PASS,0,0,0
3173,PASS,0,0,0
3174,PASS,0,0,0
3175,PASS,0,0,0
3176,PASS,0,0,0
3177,有點小錯誤，應該是要使用者輸入exit後才離開，而不是兩個Pokemon比較完後就直接結束,1,1,1
3178,PASS,0,0,0
3179,PASS,0,0,0
3180,PASS,0,0,0
3181,PASS,0,0,0
3182,PASS,0,0,0
3183,PASS,0,0,0
3184,PASS,0,0,0
3185,PASS,0,0,0
3186,,0,0,0
3187,,0,0,0
3188,,0,0,0
3189,,0,0,0
3190,,0,0,0
3191,,0,0,0
3192,,0,0,0
3193,,0,0,0
3194,,0,0,0
3195,PASS,0,0,0
3196,PASS,0,0,0
3197,PASS,0,0,0
3198,PASS,0,0,0
3199,PASS,0,0,0
3200,PASS,0,0,0
3201,PASS,0,0,0
3202,PASS,0,0,0
3203,PASS,0,0,0
3204,,0,0,0
3205,,0,0,0
3206,,0,0,0
3207,,0,0,0
3208,,0,0,0
3209,,0,0,0
3210,,0,0,0
3211,,0,0,0
3212,,0,0,0
3213,,0,0,0
3214,,0,0,0
3215,,0,0,0
3216,,0,0,0
3217,,0,0,0
3218,,0,0,0
3219,,0,0,0
3220,,0,0,0
3221,,0,0,0
3222,,0,0,0
3223,,0,0,0
3224,不符合check style的格式,1,0,0
3225,,0,0,0
3226,,0,0,0
3227,,0,0,0
3228,,0,0,0
3229,,0,0,0
3230,只有PokemonUtil有註解,1,1,0
3231,換行要注意,1,1,0
3232,,0,0,0
3233,,0,0,0
3234,,0,0,0
3235,,0,0,0
3236,,0,0,0
3237,,0,0,0
3238,,0,0,0
3239,,0,0,0
3240,未達題目需求,0,0,0
3241,,0,0,0
3242,,0,0,0
3243,,0,0,0
3244,沒在三行內使用,1,1,0
3245,,0,0,0
3246,,0,0,0
3247,,0,0,0
3248,沒看到,0,0,0
3249,generate()要放在建構子裡面，且等輸入exit後才輸入道館，順序錯誤,1,1,0
3250,,0,0,0
3251,,0,0,0
3252,,0,0,0
3253,,0,0,0
3254,,0,0,0
3255,,0,0,0
3256,,0,0,0
3257,註解太少，不易閱覽,1,1,0
3258,沒有輸入道館名稱的敘述句,1,0,0
3259,,0,0,0
3260,,0,0,0
3261,,0,0,0
3262,,0,0,0
3263,,0,0,0
3264,,0,0,0
3265,,0,0,0
3266,無任何註解，不易閱讀,1,0,0
3267,,0,0,0
3268,,0,0,0
3269,,0,0,0
3270,,0,0,0
3271,,0,0,0
3272,,0,0,0
3273,,0,0,0
3274,,0,0,0
3275,,0,0,0
3276,pass,0,0,0
3277,pass,0,0,0
3278,pass,0,0,0
3279,pass,0,0,0
3280,pass,0,0,0
3281,pass,0,0,0
3282,pass,0,0,0
3283,pass,0,0,0
3284,pass,0,0,0
3285,全部沒寫,0,0,0
3286,全部沒寫,0,0,0
3287,全部沒寫,0,0,0
3288,全部沒寫,0,0,0
3289,全部沒寫,0,0,0
3290,全部沒寫,0,0,0
3291,全部沒寫,0,0,0
3292,全部沒寫,0,0,0
3293,全部沒寫,0,0,0
3294,全部沒寫,0,0,0
3295,全部沒寫,0,0,0
3296,全部沒寫,0,0,0
3297,全部沒寫,0,0,0
3298,全部沒寫,0,0,0
3299,全部沒寫,0,0,0
3300,全部沒寫,0,0,0
3301,全部沒寫,0,0,0
3302,全部沒寫,0,0,0
3303,全部沒寫,0,0,0
3304,全部沒寫,0,0,0
3305,全部沒寫,0,0,0
3306,全部沒寫,0,0,0
3307,全部沒寫,0,0,0
3308,全部沒寫,0,0,0
3309,全部沒寫,0,0,0
3310,全部沒寫,0,0,0
3311,全部沒寫,0,0,0
3312,pass,0,0,0
3313,pass,0,0,0
3314,pass,0,0,0
3315,pass,0,0,0
3316,pass,0,0,0
3317,pass,0,0,0
3318,pass,0,0,0
3319,pass,0,0,0
3320,pass,0,0,0
3321,pass,0,0,0
3322,pass,0,0,0
3323,pass,0,0,0
3324,pass,0,0,0
3325,pass,0,0,0
3326,pass,0,0,0
3327,pass,0,0,0
3328,pass,0,0,0
3329,pass,0,0,0
3330,跟要求符合,1,0,0
3331,編譯成功,0,0,0
3332,排版整齊,1,0,0
3333,幾乎有一致性,0,0,0
3334,變數名符合,1,0,0
3335,類別名符合,1,0,0
3336,方法名符合,1,0,0
3337,是的，每行只有一個敘述,1,0,0
3338,有注解説明,1,0,0
3339,跟要求符合，只是不確定在Gym.class裡面可不可以寫多一個方法: typeAdvantage，還有雖然結果跟範例輸出格式不一樣但輸出的方式很好的感覺,1,1,1
3340,編譯成功,0,0,0
3341,排版整齊,1,0,0
3342,有一致性,0,0,0
3343,變數名符合,1,0,0
3344,類別名符合,1,0,0
3345,方法名符合,1,0,0
3346,是的，1行1敘述,1,0,0
3347,有注解説明,1,0,0
3348,pass,0,0,0
3349,pass,0,0,0
3350,pass,0,0,0
3351,pass,0,0,0
3352,pass,0,0,0
3353,pass,0,0,0
3354,pass,0,0,0
3355,pass,0,0,0
3356,pass,0,0,0
3357,要求幾乎都符合，但再次看輸入輸出的範例比較好的感覺,1,1,0
3358,編譯成功,0,0,0
3359,排版整齊,1,0,0
3360,幾乎都有一致性,1,0,0
3361,變數名符合,1,0,0
3362,類別名符合,1,0,0
3363,方法名很符合,1,0,0
3364,是的,0,0,0
3365,有注解説明,1,0,0
3366,Pass,0,0,0
3367,Pass,0,0,0
3368,Pass,0,0,0
3369,Pass,0,0,0
3370,Pass,0,0,0
3371,Pass,0,0,0
3372,Pass,0,0,0
3373,Pass,0,0,0
3374,Pass,0,0,0
3375,Pass,0,0,0
3376,Pass,0,0,0
3377,Pass,0,0,0
3378,Pass,0,0,0
3379,Pass,0,0,0
3380,Pass,0,0,0
3381,Pass,0,0,0
3382,Pass,0,0,0
3383,Pass,0,0,0
3384,沒上傳,0,0,0
3385,沒上傳,0,0,0
3386,沒上傳,0,0,0
3387,沒上傳,0,0,0
3388,沒上傳,0,0,0
3389,沒上傳,0,0,0
3390,沒上傳,0,0,0
3391,沒上傳,0,0,0
3392,沒上傳,0,0,0
3393,輸出不用gym,1,1,0
3394,,0,0,0
3395,,0,0,0
3396,,0,0,0
3397,,0,0,0
3398,,0,0,0
3399,,0,0,0
3400,,0,0,0
3401,,0,0,0
3402,沒上傳,0,0,0
3403,沒上傳,0,0,0
3404,沒上傳,0,0,0
3405,沒上傳,0,0,0
3406,沒上傳,0,0,0
3407,沒上傳,0,0,0
3408,沒上傳,0,0,0
3409,沒上傳,0,0,0
3410,沒上傳,0,0,0
3411,沒有符合題目要求,1,0,0
3412,沒有寫程式,1,0,0
3413,沒有寫程式，無法判斷,1,0,0
3414,沒有寫程式，無法判斷,1,0,0
3415,沒有寫程式，無法判斷,1,0,0
3416,沒有寫程式，無法判斷,1,0,0
3417,沒有寫程式，無法判斷,1,0,0
3418,沒有寫程式，無法判斷,1,0,0
3419,沒有註解說明,1,0,0
3420,題目沒有要求輸入道館名字,1,1,0
3421,可以編譯成功,0,0,0
3422,排版整齊,1,0,0
3423,括號一致,0,0,0
3424,符合,1,0,0
3425,符合,1,0,0
3426,符合,1,0,0
3427,符合,1,0,0
3428,沒有註解說明,1,0,0
3429, 符合題目要求,1,0,0
3430,能編譯成功,0,0,0
3431,排版整齊,1,0,0
3432,括號一致,0,0,0
3433,符合,1,0,0
3434,符合,1,0,0
3435,符合,1,0,0
3436,符合,1,0,0
3437,沒有詳細註解說明,1,0,0
3438,,0,0,0
3439,,0,0,0
3440,,0,0,0
3441,,0,0,0
3442,,0,0,0
3443,,0,0,0
3444,,0,0,0
3445,,0,0,0
3446,,0,0,0
3447,不符合題目，多了gym輸入,1,0,0
3448,well,0,0,0
3449,well,0,0,0
3450,well,0,0,0
3451,well,0,0,0
3452,well,0,0,0
3453,well,0,0,0
3454,well,0,0,0
3455,good,0,0,0
3456,不用每次都印出資訊,1,1,0
3457,是,0,0,0
3458,是,0,0,0
3459,是,0,0,0
3460,是,0,0,0
3461,是,0,0,0
3462,是,0,0,0
3463,是,0,0,0
3464,是,0,0,0
3465,,0,0,0
3466,,0,0,0
3467,,0,0,0
3468,,0,0,0
3469,,0,0,0
3470,,0,0,0
3471,,0,0,0
3472,,0,0,0
3473,,0,0,0
3474,不符合題目，多了gym輸入，count與level可以不用空行,1,1,1
3475,well,0,0,0
3476,well,0,0,0
3477,well,0,0,0
3478,well,0,0,0
3479,well,0,0,0
3480,well,0,0,0
3481,good,0,0,0
3482,good,0,0,0
3483,沒有寫作業,0,0,0
3484,沒有寫作業,0,0,0
3485,沒有寫作業,0,0,0
3486,沒有寫作業,0,0,0
3487,沒有寫作業,0,0,0
3488,沒有寫作業,0,0,0
3489,沒有寫作業,0,0,0
3490,沒有寫作業,0,0,0
3491,沒有寫作業,0,0,0
3492,題目要求為：-當使用者輸入的名稱不是 `exit` 時，創建一隻新的 `Pokemon` 物件，並將其與前一隻獲勝的寶可夢進行對戰。 在每次對戰後，根據獲勝的寶可夢更新上一隻獲勝的寶可夢。,1,1,1
3493,,0,0,0
3494,,0,0,0
3495,,0,0,0
3496,,0,0,0
3497,,0,0,0
3498,,0,0,0
3499,,0,0,0
3500,,0,0,0
3501,不符合題目要求，多了gym輸入,1,1,0
3502,well,0,0,0
3503,well,0,0,0
3504,well,0,0,0
3505,well,0,0,0
3506,well,0,0,0
3507,well,0,0,0
3508,well,0,0,0
3509,well,0,0,0
3510,是,0,0,0
3511,是,0,0,0
3512,是,0,0,0
3513,是,0,0,0
3514,是,0,0,0
3515,是,0,0,0
3516,是,0,0,0
3517,是,0,0,0
3518,是,0,0,0
3519,pass,0,0,0
3520,pass,0,0,0
3521,pass,0,0,0
3522,pass,0,0,0
3523,pass,0,0,0
3524,pass,0,0,0
3525,pass,0,0,0
3526,pass,0,0,0
3527,pass,0,0,0
3528,,0,0,0
3529,,0,0,0
3530,,0,0,0
3531,,0,0,0
3532,,0,0,0
3533,,0,0,0
3534,,0,0,0
3535,,0,0,0
3536,,0,0,0
3537,是,0,0,0
3538,是,0,0,0
3539,是,0,0,0
3540,是,0,0,0
3541,是,0,0,0
3542,是,0,0,0
3543,是,0,0,0
3544,是,0,0,0
3545,是,0,0,0
3546,Name: PikachuType: WaterLevel: 5Pokemon count：2輸出要長這樣,1,1,0
3547,pass,0,0,0
3548,pass,0,0,0
3549,pass,0,0,0
3550,pass,0,0,0
3551,pass,0,0,0
3552,pass,0,0,0
3553,pass,0,0,0
3554,pass,0,0,0
3555,,0,0,0
3556,,0,0,0
3557,,0,0,0
3558,,0,0,0
3559,,0,0,0
3560,,0,0,0
3561,,0,0,0
3562,,0,0,0
3563,,0,0,0
3564,pokemonCount的計算錯誤,1,1,0
3565,是,0,0,0
3566,是,0,0,0
3567,是,0,0,0
3568,是,0,0,0
3569,是,0,0,0
3570,是,0,0,0
3571,是,0,0,0
3572,沒註解,1,0,0
3573,,0,0,0
3574,,0,0,0
3575,,0,0,0
3576,,0,0,0
3577,,0,0,0
3578,,0,0,0
3579,,0,0,0
3580,,0,0,0
3581,,0,0,0
3582,完全沒寫,0,0,0
3583,完全沒寫,0,0,0
3584,完全沒寫,0,0,0
3585,完全沒寫,0,0,0
3586,完全沒寫,0,0,0
3587,完全沒寫,0,0,0
3588,完全沒寫,0,0,0
3589,完全沒寫,0,0,0
3590,完全沒寫,0,0,0
3591,是,0,0,0
3592,是,0,0,0
3593,是,0,0,0
3594,是,0,0,0
3595,是,0,0,0
3596,是,0,0,0
3597,是,0,0,0
3598,是,0,0,0
3599,是,0,0,0
3600,沒寫作業,0,0,0
3601,沒寫作業,0,0,0
3602,沒寫作業,0,0,0
3603,沒寫作業,0,0,0
3604,沒寫作業,0,0,0
3605,沒寫作業,0,0,0
3606,沒寫作業,0,0,0
3607,沒寫作業,0,0,0
3608,沒寫作業,0,0,0
3609,pass,0,0,0
3610,pass,0,0,0
3611,pass,0,0,0
3612,pass,0,0,0
3613,pass,0,0,0
3614,pass,0,0,0
3615,pass,0,0,0
3616,pass,0,0,0
3617,pass,0,0,0
3618,道館應該在輸入exit後才出現，還在輸入寶可夢時會跳出Candy is not enough.,1,1,1
3619,,0,0,0
3620,,0,0,0
3621,,0,0,0
3622,,0,0,0
3623,,0,0,0
3624,,0,0,0
3625,,0,0,0
3626,一個註解都沒有,1,0,0
3627,是,0,0,0
3628,是,0,0,0
3629,是,0,0,0
3630,是,0,0,0
3631,是,0,0,0
3632,是,0,0,0
3633,是,0,0,0
3634,是,0,0,0
3635,是,0,0,0
3636,Pass,0,0,0
3637,Pass,0,0,0
3638,Pass,0,0,0
3639,Pass,0,0,0
3640,Pass,0,0,0
3641,Pass,0,0,0
3642,Pass,0,0,0
3643,Pass,0,0,0
3644,Pass,0,0,0
3645,無法執行,1,0,0
3646,無法執行,1,0,0
3647,無法執行,1,0,0
3648,無法執行,1,0,0
3649,無法執行,1,0,0
3650,無法執行,1,0,0
3651,無法執行,1,0,0
3652,無法執行,1,0,0
3653,無法執行,1,0,0
3654,,0,0,0
3655,,0,0,0
3656,,0,0,0
3657,,0,0,0
3658,,0,0,0
3659,,0,0,0
3660,,0,0,0
3661,,0,0,0
3662,,0,0,0
3663,,0,0,0
3664,,0,0,0
3665,,0,0,0
3666,有些地方的大括號沒有符合checkStyle,1,0,0
3667,,0,0,0
3668,,0,0,0
3669,,0,0,0
3670,,0,0,0
3671,如果用英文更好 但有附上就不錯了但許多地方都不符合checkStyle,1,1,1
3672,只需輸出獲勝者,1,1,0
3673,Pass,0,0,0
3674,Pass,0,0,0
3675,Pass,0,0,0
3676,Pass,0,0,0
3677,Pass,0,0,0
3678,Pass,0,0,0
3679,Pass,0,0,0
3680,Pass,0,0,0
3681,Main.java 第 31 行，檢查對戰結果的程式碼有誤：gym.fight 的回傳值改成 Pokemon 了，不該跟Pokemon.getName 比較，永遠都會是 false,1,1,0
3682,編譯成功,0,0,0
3683,排版整齊,1,0,0
3684,括號一致,0,0,0
3685,變數命名符合標準,1,0,0
3686,類別命名符合標準,1,0,0
3687,方法命名符合標準,1,0,0
3688,是,0,0,0
3689,註解清晰,1,0,0
3690,"no need to enter gym name at the end,and no need to show the output after each input,no need to use set function",1,1,1
3691,pass,0,0,0
3692,pass,0,0,0
3693,pass,0,0,0
3694,pass,0,0,0
3695,pass,0,0,0
3696,pass,0,0,0
3697,pass,0,0,0
3698,no explanation in PokemonUtil,1,1,0
3699,,0,0,0
3700,,0,0,0
3701,,0,0,0
3702,,0,0,0
3703,,0,0,0
3704,,0,0,0
3705,,0,0,0
3706,,0,0,0
3707,,0,0,0
3708,,0,0,0
3709,,0,0,0
3710,,0,0,0
3711,,0,0,0
3712,,0,0,0
3713,,0,0,0
3714,,0,0,0
3715,,0,0,0
3716,checkStyle需注意,1,0,0
3717,可以不用輸出那麼多，但計算結果正確,1,1,1
3718,編譯成功,0,0,0
3719,排版整齊,1,0,0
3720,括號一致,0,0,0
3721,變數命名符合標準,1,0,0
3722,類別命名符合標準,1,0,0
3723,方法命名符合標準,1,0,0
3724,是,0,0,0
3725,註解清晰,1,0,0
3726,have not done the homework,1,0,0
3727,have not done the homework,1,0,0
3728,have not done the homework,1,0,0
3729,have not done the homework,1,0,0
3730,have not done the homework,1,0,0
3731,have not done the homework,1,0,0
3732,have not done the homework,1,0,0
3733,have not done the homework,1,0,0
3734,have not done the homework,1,0,0
3735,沒有輸入道館名稱,1,0,0
3736,,0,0,0
3737,,0,0,0
3738,,0,0,0
3739,,0,0,0
3740,,0,0,0
3741,,0,0,0
3742,,0,0,0
3743,,0,0,0
3744,結果雖然不同，但核心要點是相同的,1,1,0
3745,,0,0,0
3746,用check style,0,0,0
3747,,0,0,0
3748,,0,0,0
3749,,0,0,0
3750,,0,0,0
3751,,0,0,0
3752,,0,0,0
3753,,0,0,0
3754,,0,0,0
3755,,0,0,0
3756,,0,0,0
3757,,0,0,0
3758,,0,0,0
3759,,0,0,0
3760,,0,0,0
3761,,0,0,0
3762,不做作業,0,0,0
3763,不做作業,0,0,0
3764,不做作業,0,0,0
3765,不做作業,0,0,0
3766,不做作業,0,0,0
3767,不做作業,0,0,0
3768,不做作業,0,0,0
3769,不做作業,0,0,0
3770,不做作業,0,0,0
3771,"和輸入範例相比,輸入的時候多了一個Gym的輸入",1,1,0
3772,,0,0,0
3773,,0,0,0
3774,,0,0,0
3775,,0,0,0
3776,,0,0,0
3777,,0,0,0
3778,,0,0,0
3779,,0,0,0
3780,無法執行 can't resolve method 'fight' in 'pokemon',1,1,0
3781,編譯失敗 can't resolve method 'fight' in 'pokemon',1,1,0
3782,需注意checkStyle,1,0,0
3783,,0,0,0
3784,,0,0,0
3785,,0,0,0
3786,,0,0,0
3787,,0,0,0
3788,需增加JavaDoc,1,1,0
3789,不做作業,0,0,0
3790,不做作業,0,0,0
3791,不做作業,0,0,0
3792,不做作業,0,0,0
3793,不做作業,0,0,0
3794,不做作業,0,0,0
3795,不做作業,0,0,0
3796,不做作業,0,0,0
3797,不做作業,0,0,0
3798,"題目要求輸出最後的贏家,不是第一個輸入的Pokemon",1,1,0
3799,,0,0,0
3800,,0,0,0
3801,,0,0,0
3802,,0,0,0
3803,,0,0,0
3804,,0,0,0
3805,,0,0,0
3806,,0,0,0
3807,,0,0,0
3808,,0,0,0
3809,,0,0,0
3810,,0,0,0
3811,,0,0,0
3812,,0,0,0
3813,,0,0,0
3814,,0,0,0
3815,,0,0,0
3816,,0,0,0
3817,,0,0,0
3818,,0,0,0
3819,,0,0,0
3820,,0,0,0
3821,,0,0,0
3822,,0,0,0
3823,,0,0,0
3824,,0,0,0
3825,,0,0,0
3826,,0,0,0
3827,,0,0,0
3828,,0,0,0
3829,,0,0,0
3830,,0,0,0
3831,,0,0,0
3832,,0,0,0
3833,,0,0,0
3834,,0,0,0
3835,,0,0,0
3836,,0,0,0
3837,,0,0,0
3838,,0,0,0
3839,,0,0,0
3840,,0,0,0
3841,,0,0,0
3842,,0,0,0
3843,Pass,0,0,0
3844,Pass,0,0,0
3845,Pass,0,0,0
3846,Pass,0,0,0
3847,Pass,0,0,0
3848,Pass,0,0,0
3849,Pass,0,0,0
3850,Pass,0,0,0
3851,Pass,0,0,0
3852,Pass,0,0,0
3853,Pass,0,0,0
3854,Pass,0,0,0
3855,Pass,0,0,0
3856,Pass,0,0,0
3857,Pass,0,0,0
3858,Pass,0,0,0
3859,Pass,0,0,0
3860,Pass,0,0,0
3861,,0,0,0
3862,,0,0,0
3863,,0,0,0
3864,,0,0,0
3865,,0,0,0
3866,,0,0,0
3867,,0,0,0
3868,,0,0,0
3869,,0,0,0
3870,,0,0,0
3871,,0,0,0
3872,,0,0,0
3873,,0,0,0
3874,,0,0,0
3875,,0,0,0
3876,,0,0,0
3877,no statement,0,0,0
3878,no comment,0,0,0
3879,Pass,0,0,0
3880,Pass,0,0,0
3881,Pass,0,0,0
3882,Pass,0,0,0
3883,Pass,0,0,0
3884,Pass,0,0,0
3885,Pass,0,0,0
3886,Pass,0,0,0
3887,Pass,0,0,0
3888,,0,0,0
3889,,0,0,0
3890,,0,0,0
3891,,0,0,0
3892,,0,0,0
3893,,0,0,0
3894,,0,0,0
3895,,0,0,0
3896,,0,0,0
3897,,0,0,0
3898,,0,0,0
3899,,0,0,0
3900,,0,0,0
3901,,0,0,0
3902,,0,0,0
3903,,0,0,0
3904,,0,0,0
3905,,0,0,0
3906,,0,0,0
3907,,0,0,0
3908,,0,0,0
3909,,0,0,0
3910,,0,0,0
3911,,0,0,0
3912,,0,0,0
3913,,0,0,0
3914,,0,0,0
3915,pass,0,0,0
3916,pass,0,0,0
3917,pass,0,0,0
3918,pass,0,0,0
3919,pass,0,0,0
3920,pass,0,0,0
3921,pass,0,0,0
3922,pass,0,0,0
3923,缺少註解,1,0,0
3924,符合,1,0,0
3925,成功,0,0,0
3926,整齊,1,0,0
3927,一致,0,0,0
3928,符合,1,0,0
3929,符合,1,0,0
3930,符合,1,0,0
3931,符合,1,0,0
3932,有簡易註解,1,0,0
3933,,0,0,0
3934,,0,0,0
3935,,0,0,0
3936,,0,0,0
3937,,0,0,0
3938,,0,0,0
3939,,0,0,0
3940,,0,0,0
3941,,0,0,0
3942,,0,0,0
3943,,0,0,0
3944,,0,0,0
3945,,0,0,0
3946,,0,0,0
3947,,0,0,0
3948,,0,0,0
3949,,0,0,0
3950,,0,0,0
3951,,0,0,0
3952,,0,0,0
3953,,0,0,0
3954,,0,0,0
3955,,0,0,0
3956,,0,0,0
3957,,0,0,0
3958,,0,0,0
3959,,0,0,0
3960,不需要印出candy和gym,1,1,0
3961,pass,0,0,0
3962,pass,0,0,0
3963,pass,0,0,0
3964,pass,0,0,0
3965,pass,0,0,0
3966,,0,0,0
3967,pass,0,0,0
3968,註解詳細,1,0,0
3969,什麽都沒有寫,1,0,0
3970,什麽都沒有寫,1,0,0
3971,什麽都沒有寫,1,0,0
3972,什麽都沒有寫,1,0,0
3973,什麽都沒有寫,1,0,0
3974,什麽都沒有寫,1,0,0
3975,什麽都沒有寫,1,0,0
3976,什麽都沒有寫,1,0,0
3977,什麽都沒有寫,1,0,0
3978,pass,0,0,0
3979,pass,0,0,0
3980,pass,0,0,0
3981,pass,0,0,0
3982,pass,0,0,0
3983,pass,0,0,0
3984,pass,0,0,0
3985,pass,0,0,0
3986,註解詳細,1,0,0
3987,只有Main函式，無定義其他類別,1,1,0
3988,呼叫了未定義的類別，無法成功編譯,1,1,0
3989,整齊,1,0,0
3990,一致,0,0,0
3991,符合,1,0,0
3992,無定義類別,1,0,0
3993,無定義類別方法,1,0,0
3994,符合,1,0,0
3995,有註解,1,0,0
3996,寶可夢數量計算錯誤，但其他都正常,1,1,1
3997,成功,0,0,0
3998,整齊,1,0,0
3999,一致,0,0,0
4000,符合,1,0,0
4001,符合,1,0,0
4002,符合,1,0,0
